Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2011/2012,FL,Native Youth Olympics,0,0,0,0
2011/2012,FL,None,0,0,0,0
2011/2012,FL,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,FL,Pentathlon,0,0,0,0
2011/2012,FL,Riflery,0,0,0,0
2011/2012,FL,Rodeo,0,0,0,0
2011/2012,FL,RUGBY,0,0,0,0
2011/2012,FL,Rythmic Gymnastics,0,0,0,0
2011/2012,FL,sailing,0,0,0,0
2011/2012,FL,Skiing -- Alpine,0,0,0,0
2011/2012,FL,Skiing -- Cross Country,0,0,0,0
2011/2012,FL,Snowboarding,0,0,0,0
2011/2012,FL,Soccer,557,500,15169,14842
2011/2012,FL,Softball -- Fast Pitch,0,592,0,11703
2011/2012,FL,Softball -- Slow Pitch,0,0,0,0
2011/2012,FL,Soft Tennis,0,0,0,0
2011/2012,FL,Surfing,0,0,0,0
2011/2012,FL,Swimming & Diving,434,434,6333,7658
2011/2012,FL,Synchronized Swimming,0,0,0,0
2011/2012,FL,Team Tennis,0,0,0,0
2011/2012,FL,Tennis,488,479,4431,4871
2011/2012,FL,Track and Field -- Indoor,0,0,0,0
2011/2012,FL,Track and Field -- Outdoor,570,519,16106,10896
2011/2012,FL,Volleyball,139,652,2107,14435
2011/2012,FL,Water Polo,72,69,1102,1048
2011/2012,FL,Weight Lifting,263,226,5627,4828
2011/2012,FL,Wrestling,376,0,8793,198
2011/2012,GA,Adapted Basketball,17,13,114,70
2011/2012,GA,Adapted Bowling,0,0,0,0
2011/2012,GA,Adapted Floor Hockey,0,0,0,0
2011/2012,GA,Adapted Soccer,0,0,0,0
2011/2012,GA,Adapted Softball,0,0,0,0
2011/2012,GA,Adapted Track,17,16,125,89
2011/2012,GA,Air Riflery,0,0,0,0
2011/2012,GA,Archery,0,0,0,0
2011/2012,GA,Badminton,0,0,0,0
2011/2012,GA,Baseball,413,5,12572,10
2011/2012,GA,Basketball,429,425,12262,9207
2011/2012,GA,Bowling,0,0,0,0
2011/2012,GA,Competitive Spirit Squad,43,248,126,5385
2011/2012,GA,Crew,0,0,0,0
2011/2012,GA,Cross Country,392,388,7295,5711
2011/2012,GA,DANCE,24,195,60,2981
2011/2012,GA,Dance/Drill,0,0,0,0
2011/2012,GA,"Dance Team, High Kick",0,0,0,0
2011/2012,GA,"Dance Team, Jazz",0,0,0,0
2011/2012,GA,Decathlon,0,0,0,0
2011/2012,GA,Drill Team,47,171,547,2653
2011/2012,GA,Equestrian,0,0,0,0
2011/2012,GA,Fencing,0,0,0,0
2011/2012,GA,Field Hockey,0,0,0,0
2011/2012,GA,Flag Football,0,0,0,0
2011/2012,GA,Football -- 11-Player,405,14,32726,43
2011/2012,GA,Football -- 6-player,0,0,0,0
2011/2012,GA,Football -- 8-player,0,0,0,0
2011/2012,GA,Football -- 9-player,0,0,0,0
2011/2012,GA,Golf,384,352,3294,1756
2011/2012,GA,Gymnastics,0,41,0,389
2011/2012,GA,Heptathlon,0,0,0,0
2011/2012,GA,Ice Hockey,0,0,0,0
2011/2012,GA,Judo,0,0,0,0
2011/2012,GA,Kayaking,0,0,0,0
2011/2012,GA,Lacrosse,74,71,3259,2427
2011/2012,GA,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,GA,Mt. Biking,0,0,0,0
2011/2012,GA,Native Youth Olympics,0,0,0,0
2011/2012,GA,None,0,0,0,0
2011/2012,GA,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,GA,Pentathlon,0,0,0,0
2011/2012,GA,Riflery,114,103,838,325
2011/2012,GA,Rodeo,0,0,0,0
2011/2012,GA,RUGBY,0,0,0,0
2011/2012,GA,Rythmic Gymnastics,0,0,0,0
2011/2012,GA,sailing,0,0,0,0
2011/2012,GA,Skiing -- Alpine,0,0,0,0
2011/2012,GA,Skiing -- Cross Country,0,0,0,0
2011/2012,GA,Snowboarding,0,0,0,0
2011/2012,GA,Soccer,360,357,10731,9777
2011/2012,GA,Softball -- Fast Pitch,1,389,1,7915
2011/2012,GA,Softball -- Slow Pitch,0,14,0,306
2011/2012,GA,Soft Tennis,0,0,0,0
2011/2012,GA,Surfing,0,0,0,0
2011/2012,GA,Swimming & Diving,228,224,3252,3810
2011/2012,GA,Synchronized Swimming,0,0,0,0
2011/2012,GA,Team Tennis,375,381,4549,5153
2011/2012,GA,Tennis,0,0,0,0
2011/2012,GA,Track and Field -- Indoor,0,0,0,0
2011/2012,GA,Track and Field -- Outdoor,415,413,12799,10436
2011/2012,GA,Volleyball,1,305,1,7115
2011/2012,GA,Water Polo,0,0,0,0
2011/2012,GA,Weight Lifting,54,13,2326,323
2011/2012,GA,Wrestling,338,60,9041,130
2011/2012,HI,Adapted Basketball,0,0,0,0
2011/2012,HI,Adapted Bowling,0,0,0,0
2011/2012,HI,Adapted Floor Hockey,0,0,0,0
2011/2012,HI,Adapted Soccer,0,0,0,0
2011/2012,HI,Adapted Softball,0,0,0,0
2011/2012,HI,Adapted Track,0,0,0,0
2011/2012,HI,Air Riflery,46,46,561,433
2011/2012,HI,Archery,0,0,0,0
2011/2012,HI,Badminton,0,0,0,0
2011/2012,HI,Baseball,54,0,1756,0
2011/2012,HI,Basketball,65,61,1840,1257
2011/2012,HI,Bowling,56,57,529,504
2011/2012,HI,Competitive Spirit Squad,13,44,28,844
2011/2012,HI,Crew,0,0,0,0
2011/2012,HI,Cross Country,73,71,1192,997
2011/2012,HI,DANCE,0,0,0,0
2011/2012,HI,Dance/Drill,0,0,0,0
2011/2012,HI,"Dance Team, High Kick",0,0,0,0
2011/2012,HI,"Dance Team, Jazz",0,0,0,0
2011/2012,HI,Decathlon,0,0,0,0
2011/2012,HI,Drill Team,0,0,0,0
2011/2012,HI,Equestrian,0,0,0,0
2011/2012,HI,Fencing,0,0,0,0
2011/2012,HI,Field Hockey,0,0,0,0
2011/2012,HI,Flag Football,0,0,0,0
2011/2012,HI,Football -- 11-Player,48,0,4875,0
2011/2012,HI,Football -- 6-player,0,0,0,0
2011/2012,HI,Football -- 8-player,0,0,0,0
2011/2012,HI,Football -- 9-player,0,0,0,0
2011/2012,HI,Golf,58,45,457,184
2011/2012,HI,Gymnastics,0,0,0,0
2011/2012,HI,Heptathlon,0,0,0,0
2011/2012,HI,Ice Hockey,0,0,0,0
2011/2012,HI,Judo,49,46,739,409
2011/2012,HI,Kayaking,12,8,92,115
2011/2012,HI,Lacrosse,0,0,0,0
2011/2012,HI,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,HI,Mt. Biking,0,0,0,0
2011/2012,HI,Native Youth Olympics,0,0,0,0
2011/2012,HI,None,0,0,0,0
2011/2012,HI,Outrigger Canoe Paddling LL,59,60,1276,1410
2011/2012,HI,Pentathlon,0,0,0,0
2011/2012,HI,Riflery,0,0,0,0
2011/2012,HI,Rodeo,0,0,0,0
2011/2012,HI,RUGBY,0,0,0,0
2011/2012,HI,Rythmic Gymnastics,0,0,0,0
2011/2012,HI,sailing,0,0,0,0
2011/2012,HI,Skiing -- Alpine,0,0,0,0
2011/2012,HI,Skiing -- Cross Country,0,0,0,0
2011/2012,HI,Snowboarding,0,0,0,0
2011/2012,HI,Soccer,53,54,1510,1718
2011/2012,HI,Softball -- Fast Pitch,0,55,0,699
2011/2012,HI,Softball -- Slow Pitch,0,0,0,0
2011/2012,HI,Soft Tennis,10,11,100,173
2011/2012,HI,Surfing,0,0,0,0
2011/2012,HI,Swimming & Diving,60,60,462,712
2011/2012,HI,Synchronized Swimming,0,0,0,0
2011/2012,HI,Team Tennis,63,63,184,273
2011/2012,HI,Tennis,63,63,669,902
2011/2012,HI,Track and Field -- Indoor,0,0,0,0
2011/2012,HI,Track and Field -- Outdoor,62,62,2046,1644
2011/2012,HI,Volleyball,64,68,1319,1925
2011/2012,HI,Water Polo,10,29,145,571
2011/2012,HI,Weight Lifting,0,0,0,0
2011/2012,HI,Wrestling,56,53,1316,456
2011/2012,ID,Adapted Basketball,0,0,0,0
2011/2012,ID,Adapted Bowling,0,0,0,0
2011/2012,ID,Adapted Floor Hockey,0,0,0,0
2011/2012,ID,Adapted Soccer,0,0,0,0
2011/2012,ID,Adapted Softball,0,0,0,0
2011/2012,ID,Adapted Track,0,0,0,0
2011/2012,ID,Air Riflery,0,0,0,0
2011/2012,ID,Archery,0,0,0,0
2011/2012,ID,Badminton,0,0,0,0
2011/2012,ID,Baseball,91,0,2275,0
2011/2012,ID,Basketball,150,150,3915,3348
2011/2012,ID,Bowling,0,0,0,0
2011/2012,ID,Competitive Spirit Squad,27,78,87,1351
2011/2012,ID,Crew,0,0,0,0
2011/2012,ID,Cross Country,102,97,1605,1285
2011/2012,ID,DANCE,0,0,0,0
2011/2012,ID,Dance/Drill,1,44,10,659
2011/2012,ID,"Dance Team, High Kick",0,0,0,0
2011/2012,ID,"Dance Team, Jazz",0,0,0,0
2011/2012,ID,Decathlon,0,0,0,0
2011/2012,ID,Drill Team,0,0,0,0
2011/2012,ID,Equestrian,0,0,0,0
2011/2012,ID,Fencing,0,0,0,0
2011/2012,ID,Field Hockey,0,0,0,0
2011/2012,ID,Flag Football,0,0,0,0
2011/2012,ID,Football -- 11-Player,106,3,7217,3
2011/2012,ID,Football -- 6-player,0,0,0,0
2011/2012,ID,Football -- 8-player,32,0,595,32
2011/2012,ID,Football -- 9-player,0,0,0,0
2011/2012,ID,Golf,84,78,930,472
2011/2012,ID,Gymnastics,0,0,0,0
2011/2012,ID,Heptathlon,0,0,0,0
2011/2012,ID,Ice Hockey,0,0,0,0
2011/2012,ID,Judo,0,0,0,0
2011/2012,ID,Kayaking,0,0,0,0
2011/2012,ID,Lacrosse,0,0,0,0
2011/2012,ID,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,ID,Mt. Biking,0,0,0,0
2011/2012,ID,Native Youth Olympics,0,0,0,0
2011/2012,ID,None,0,0,0,0
2011/2012,ID,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,ID,Pentathlon,0,0,0,0
2011/2012,ID,Riflery,0,0,0,0
2011/2012,ID,Rodeo,0,0,0,0
2011/2012,ID,RUGBY,0,0,0,0
2011/2012,ID,Rythmic Gymnastics,0,0,0,0
2011/2012,ID,sailing,0,0,0,0
2011/2012,ID,Skiing -- Alpine,0,0,0,0
2011/2012,ID,Skiing -- Cross Country,0,0,0,0
2011/2012,ID,Snowboarding,0,0,0,0
2011/2012,ID,Soccer,68,72,1933,1938
2011/2012,ID,Softball -- Fast Pitch,0,93,0,2037
2011/2012,ID,Softball -- Slow Pitch,0,0,0,0
2011/2012,ID,Soft Tennis,0,0,0,0
2011/2012,ID,Surfing,0,0,0,0
2011/2012,ID,Swimming & Diving,0,0,0,0
2011/2012,ID,Synchronized Swimming,0,0,0,0
2011/2012,ID,Team Tennis,0,0,0,0
2011/2012,ID,Tennis,54,54,1018,1027
2011/2012,ID,Track and Field -- Indoor,0,0,0,0
2011/2012,ID,Track and Field -- Outdoor,139,139,4028,3093
2011/2012,ID,Volleyball,0,149,0,3743
2011/2012,ID,Water Polo,0,0,0,0
2011/2012,ID,Weight Lifting,0,0,0,0
2011/2012,ID,Wrestling,99,12,2332,18
2011/2012,IL,Adapted Basketball,0,0,0,0
2011/2012,IL,Adapted Bowling,0,0,0,0
2011/2012,IL,Adapted Floor Hockey,0,0,0,0
2011/2012,IL,Adapted Soccer,0,0,0,0
2011/2012,IL,Adapted Softball,0,0,0,0
2011/2012,IL,Adapted Track,0,0,0,0
2011/2012,IL,Air Riflery,0,0,0,0
2011/2012,IL,Archery,0,0,0,0
2011/2012,IL,Badminton,0,90,0,3675
2011/2012,IL,Baseball,665,0,24063,0
2011/2012,IL,Basketball,732,686,24437,17767
2011/2012,IL,Bowling,170,213,2774,3221
2011/2012,IL,Competitive Spirit Squad,0,299,0,8088
2011/2012,IL,Crew,0,0,0,0
2011/2012,IL,Cross Country,500,495,11006,10762
2011/2012,IL,DANCE,0,0,0,0
2011/2012,IL,Dance/Drill,0,0,0,0
2011/2012,IL,"Dance Team, High Kick",0,0,0,0
2011/2012,IL,"Dance Team, Jazz",0,0,0,0
2011/2012,IL,Decathlon,0,0,0,0
2011/2012,IL,Drill Team,0,0,0,0
2011/2012,IL,Equestrian,0,0,0,0
2011/2012,IL,Fencing,0,0,0,0
2011/2012,IL,Field Hockey,0,0,0,0
2011/2012,IL,Flag Football,0,0,0,0
2011/2012,IL,Football -- 11-Player,548,0,47445,0
2011/2012,IL,Football -- 6-player,0,0,0,0
2011/2012,IL,Football -- 8-player,0,0,0,0
2011/2012,IL,Football -- 9-player,0,0,0,0
2011/2012,IL,Golf,514,391,8153,3983
2011/2012,IL,Gymnastics,48,83,1715,2012
2011/2012,IL,Heptathlon,0,0,0,0
2011/2012,IL,Ice Hockey,0,0,0,0
2011/2012,IL,Judo,0,0,0,0
2011/2012,IL,Kayaking,0,0,0,0
2011/2012,IL,Lacrosse,63,44,893,580
2011/2012,IL,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,IL,Mt. Biking,0,0,0,0
2011/2012,IL,Native Youth Olympics,0,0,0,0
2011/2012,IL,None,0,0,0,0
2011/2012,IL,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,IL,Pentathlon,0,0,0,0
2011/2012,IL,Riflery,0,0,0,0
2011/2012,IL,Rodeo,0,0,0,0
2011/2012,IL,RUGBY,0,0,0,0
2011/2012,IL,Rythmic Gymnastics,0,0,0,0
2011/2012,IL,sailing,0,0,0,0
2011/2012,IL,Skiing -- Alpine,0,0,0,0
2011/2012,IL,Skiing -- Cross Country,0,0,0,0
2011/2012,IL,Snowboarding,0,0,0,0
2011/2012,IL,Soccer,432,394,19464,16107
2011/2012,IL,Softball -- Fast Pitch,0,621,0,16631
2011/2012,IL,Softball -- Slow Pitch,0,0,0,0
2011/2012,IL,Soft Tennis,0,0,0,0
2011/2012,IL,Surfing,0,0,0,0
2011/2012,IL,Swimming & Diving,250,251,6484,6910
2011/2012,IL,Synchronized Swimming,0,0,0,0
2011/2012,IL,Team Tennis,0,0,0,0
2011/2012,IL,Tennis,300,317,7712,8346
2011/2012,IL,Track and Field -- Indoor,0,0,0,0
2011/2012,IL,Track and Field -- Outdoor,604,596,25429,19283
2011/2012,IL,Volleyball,178,694,6360,22492
2011/2012,IL,Water Polo,75,71,2171,1821
2011/2012,IL,Weight Lifting,0,0,0,0
2011/2012,IL,Wrestling,438,0,17112,0
2011/2012,IN,Adapted Basketball,0,0,0,0
2011/2012,IN,Adapted Bowling,0,0,0,0
2011/2012,IN,Adapted Floor Hockey,0,0,0,0
2011/2012,IN,Adapted Soccer,0,0,0,0
2011/2012,IN,Adapted Softball,0,0,0,0
2011/2012,IN,Adapted Track,0,0,0,0
2011/2012,IN,Air Riflery,0,0,0,0
2011/2012,IN,Archery,0,0,0,0
2011/2012,IN,Badminton,0,0,0,0
2011/2012,IN,Baseball,384,0,10933,0
2011/2012,IN,Basketball,401,398,11439,8567
2011/2012,IN,Bowling,0,0,0,0
2011/2012,IN,Competitive Spirit Squad,0,0,0,0
2011/2012,IN,Crew,0,0,0,0
2011/2012,IN,Cross Country,379,375,4999,4328
2011/2012,IN,DANCE,0,0,0,0
2011/2012,IN,Dance/Drill,0,0,0,0
2011/2012,IN,"Dance Team, High Kick",0,0,0,0
2011/2012,IN,"Dance Team, Jazz",0,0,0,0
2011/2012,IN,Decathlon,0,0,0,0
2011/2012,IN,Drill Team,0,0,0,0
2011/2012,IN,Equestrian,0,0,0,0
2011/2012,IN,Fencing,0,0,0,0
2011/2012,IN,Field Hockey,0,0,0,0
2011/2012,IN,Flag Football,0,0,0,0
2011/2012,IN,Football -- 11-Player,315,0,22050,0
2011/2012,IN,Football -- 6-player,0,0,0,0
2011/2012,IN,Football -- 8-player,0,0,0,0
2011/2012,IN,Football -- 9-player,0,0,0,0
2011/2012,IN,Golf,375,281,4204,2476
2011/2012,IN,Gymnastics,0,80,0,752
2011/2012,IN,Heptathlon,0,0,0,0
2011/2012,IN,Ice Hockey,0,0,0,0
2011/2012,IN,Judo,0,0,0,0
2011/2012,IN,Kayaking,0,0,0,0
2011/2012,IN,Lacrosse,0,0,0,0
2011/2012,IN,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,IN,Mt. Biking,0,0,0,0
2011/2012,IN,Native Youth Olympics,0,0,0,0
2011/2012,IN,None,0,0,0,0
2011/2012,IN,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,IN,Pentathlon,0,0,0,0
2011/2012,IN,Riflery,0,0,0,0
2011/2012,IN,Rodeo,0,0,0,0
2011/2012,IN,RUGBY,0,0,0,0
2011/2012,IN,Rythmic Gymnastics,0,0,0,0
2011/2012,IN,sailing,0,0,0,0
2011/2012,IN,Skiing -- Alpine,0,0,0,0
2011/2012,IN,Skiing -- Cross Country,0,0,0,0
2011/2012,IN,Snowboarding,0,0,0,0
2011/2012,IN,Soccer,292,253,8528,6412
2011/2012,IN,Softball -- Fast Pitch,0,372,0,8549
2011/2012,IN,Softball -- Slow Pitch,0,0,0,0
2011/2012,IN,Soft Tennis,0,0,0,0
2011/2012,IN,Surfing,0,0,0,0
2011/2012,IN,Swimming & Diving,231,237,3648,4369
2011/2012,IN,Synchronized Swimming,0,0,0,0
2011/2012,IN,Team Tennis,0,0,0,0
2011/2012,IN,Tennis,301,311,4513,6073
2011/2012,IN,Track and Field -- Indoor,0,0,0,0
2011/2012,IN,Track and Field -- Outdoor,390,388,12451,9826
2011/2012,IN,Volleyball,0,396,0,9981
2011/2012,IN,Water Polo,0,0,0,0
2011/2012,IN,Weight Lifting,0,0,0,0
2011/2012,IN,Wrestling,320,0,7615,0
2011/2012,IA,Adapted Basketball,0,0,0,0
2011/2012,IA,Adapted Bowling,0,0,0,0
2011/2012,IA,Adapted Floor Hockey,0,0,0,0
2011/2012,IA,Adapted Soccer,0,0,0,0
2011/2012,IA,Adapted Softball,0,0,0,0
2011/2012,IA,Adapted Track,0,0,0,0
2011/2012,IA,Air Riflery,0,0,0,0
2011/2012,IA,Archery,0,0,0,0
2011/2012,IA,Badminton,0,0,0,0
2011/2012,IA,Baseball,354,0,10696,0
2011/2012,IA,Basketball,373,370,11272,8400
2011/2012,IA,Bowling,92,85,1619,1202
2011/2012,IA,Competitive Spirit Squad,0,0,0,0
2011/2012,IA,Crew,0,0,0,0
2011/2012,IA,Cross Country,316,311,5283,4476
2011/2012,IA,DANCE,0,0,0,0
2011/2012,IA,Dance/Drill,0,0,0,0
2011/2012,IA,"Dance Team, High Kick",0,0,0,0
2011/2012,IA,"Dance Team, Jazz",0,0,0,0
2011/2012,IA,Decathlon,0,0,0,0
2011/2012,IA,Drill Team,0,0,0,0
2011/2012,IA,Equestrian,0,0,0,0
2011/2012,IA,Fencing,0,0,0,0
2011/2012,IA,Field Hockey,0,0,0,0
2011/2012,IA,Flag Football,0,0,0,0
2011/2012,IA,Football -- 11-Player,291,17,19519,88
2011/2012,IA,Football -- 6-player,0,0,0,0
2011/2012,IA,Football -- 8-player,65,3,1566,5
2011/2012,IA,Football -- 9-player,0,0,0,0
2011/2012,IA,Golf,357,335,5707,3348
2011/2012,IA,Gymnastics,0,0,0,0
2011/2012,IA,Heptathlon,0,0,0,0
2011/2012,IA,Ice Hockey,0,0,0,0
2011/2012,IA,Judo,0,0,0,0
2011/2012,IA,Kayaking,0,0,0,0
2011/2012,IA,Lacrosse,0,0,0,0
2011/2012,IA,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,IA,Mt. Biking,0,0,0,0
2011/2012,IA,Native Youth Olympics,0,0,0,0
2011/2012,IA,None,0,0,0,0
2011/2012,IA,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,IA,Pentathlon,0,0,0,0
2011/2012,IA,Riflery,0,0,0,0
2011/2012,IA,Rodeo,0,0,0,0
2011/2012,IA,RUGBY,0,0,0,0
2011/2012,IA,Rythmic Gymnastics,0,0,0,0
2011/2012,IA,sailing,0,0,0,0
2011/2012,IA,Skiing -- Alpine,0,0,0,0
2011/2012,IA,Skiing -- Cross Country,0,0,0,0
2011/2012,IA,Snowboarding,0,0,0,0
2011/2012,IA,Soccer,148,133,5850,4894
2011/2012,IA,Softball -- Fast Pitch,0,361,0,8275
2011/2012,IA,Softball -- Slow Pitch,0,0,0,0
2011/2012,IA,Soft Tennis,0,0,0,0
2011/2012,IA,Surfing,0,0,0,0
2011/2012,IA,Swimming & Diving,48,56,1401,1531
2011/2012,IA,Synchronized Swimming,0,0,0,0
2011/2012,IA,Team Tennis,0,0,0,0
2011/2012,IA,Tennis,110,114,2415,3307
2011/2012,IA,Track and Field -- Indoor,0,0,0,0
2011/2012,IA,Track and Field -- Outdoor,359,365,12107,9435
2011/2012,IA,Volleyball,0,372,0,12281
2011/2012,IA,Water Polo,0,0,0,0
2011/2012,IA,Weight Lifting,0,0,0,0
2011/2012,IA,Wrestling,295,33,7044,72
2011/2012,KS,Adapted Basketball,0,0,0,0
2011/2012,KS,Adapted Bowling,0,0,0,0
2011/2012,KS,Adapted Floor Hockey,0,0,0,0
2011/2012,KS,Adapted Soccer,0,0,0,0
2011/2012,KS,Adapted Softball,0,0,0,0
2011/2012,KS,Adapted Track,0,0,0,0
2011/2012,KS,Air Riflery,0,0,0,0
2011/2012,KS,Archery,0,0,0,0
2011/2012,KS,Badminton,0,0,0,0
2011/2012,KS,Baseball,225,0,5936,0
2011/2012,KS,Basketball,350,346,9103,7090
2011/2012,KS,Bowling,69,72,945,895
2011/2012,KS,Competitive Spirit Squad,0,0,0,0
2011/2012,KS,Crew,0,0,0,0
2011/2012,KS,Cross Country,236,225,3684,2898
2011/2012,KS,DANCE,0,0,0,0
2011/2012,KS,Dance/Drill,0,0,0,0
2011/2012,KS,"Dance Team, High Kick",0,0,0,0
2011/2012,KS,"Dance Team, Jazz",0,0,0,0
2011/2012,KS,Decathlon,0,0,0,0
2011/2012,KS,Drill Team,0,0,0,0
2011/2012,KS,Equestrian,0,0,0,0
2011/2012,KS,Fencing,0,0,0,0
2011/2012,KS,Field Hockey,0,0,0,0
2011/2012,KS,Flag Football,0,0,0,0
2011/2012,KS,Football -- 11-Player,241,0,14246,12
2011/2012,KS,Football -- 6-player,0,0,0,0
2011/2012,KS,Football -- 8-player,109,0,2276,1
2011/2012,KS,Football -- 9-player,0,0,0,0
2011/2012,KS,Golf,225,113,2983,1110
2011/2012,KS,Gymnastics,0,12,0,142
2011/2012,KS,Heptathlon,0,0,0,0
2011/2012,KS,Ice Hockey,0,0,0,0
2011/2012,KS,Judo,0,0,0,0
2011/2012,KS,Kayaking,0,0,0,0
2011/2012,KS,Lacrosse,0,0,0,0
2011/2012,KS,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,KS,Mt. Biking,0,0,0,0
2011/2012,KS,Native Youth Olympics,0,0,0,0
2011/2012,KS,None,0,0,0,0
2011/2012,KS,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,KS,Pentathlon,0,0,0,0
2011/2012,KS,Riflery,0,0,0,0
2011/2012,KS,Rodeo,0,0,0,0
2011/2012,KS,RUGBY,0,0,0,0
2011/2012,KS,Rythmic Gymnastics,0,0,0,0
2011/2012,KS,sailing,0,0,0,0
2011/2012,KS,Skiing -- Alpine,0,0,0,0
2011/2012,KS,Skiing -- Cross Country,0,0,0,0
2011/2012,KS,Snowboarding,0,0,0,0
2011/2012,KS,Soccer,106,87,4134,3296
2011/2012,KS,Softball -- Fast Pitch,0,227,0,4796
2011/2012,KS,Softball -- Slow Pitch,0,0,0,0
2011/2012,KS,Soft Tennis,0,0,0,0
2011/2012,KS,Surfing,0,0,0,0
2011/2012,KS,Swimming & Diving,60,73,1409,1798
2011/2012,KS,Synchronized Swimming,0,0,0,0
2011/2012,KS,Team Tennis,0,0,0,0
2011/2012,KS,Tennis,123,135,2407,2545
2011/2012,KS,Track and Field -- Indoor,0,0,0,0
2011/2012,KS,Track and Field -- Outdoor,349,346,9722,6945
2011/2012,KS,Volleyball,0,344,0,8617
2011/2012,KS,Water Polo,0,0,0,0
2011/2012,KS,Weight Lifting,0,0,0,0
2011/2012,KS,Wrestling,206,0,5283,95
2011/2012,KY,Adapted Basketball,0,0,0,0
2011/2012,KY,Adapted Bowling,0,0,0,0
2011/2012,KY,Adapted Floor Hockey,0,0,0,0
2011/2012,KY,Adapted Soccer,0,0,0,0
2011/2012,KY,Adapted Softball,0,0,0,0
2011/2012,KY,Adapted Track,1,1,2,1
2011/2012,KY,Air Riflery,0,0,0,0
2011/2012,KY,Archery,14,15,251,178
2011/2012,KY,Badminton,0,0,0,0
2011/2012,KY,Baseball,259,0,7421,0
2011/2012,KY,Basketball,271,271,6843,5511
2011/2012,KY,Bowling,68,71,732,647
2011/2012,KY,Competitive Spirit Squad,0,221,174,4221
2011/2012,KY,Crew,0,0,0,0
2011/2012,KY,Cross Country,232,234,2933,2570
2011/2012,KY,DANCE,0,0,0,0
2011/2012,KY,Dance/Drill,0,0,0,0
2011/2012,KY,"Dance Team, High Kick",0,0,0,0
2011/2012,KY,"Dance Team, Jazz",0,0,0,0
2011/2012,KY,Decathlon,0,0,0,0
2011/2012,KY,Drill Team,0,0,0,0
2011/2012,KY,Equestrian,0,0,0,0
2011/2012,KY,Fencing,0,0,0,0
2011/2012,KY,Field Hockey,0,0,0,0
2011/2012,KY,Flag Football,0,0,0,0
2011/2012,KY,Football -- 11-Player,222,0,14042,14
2011/2012,KY,Football -- 6-player,0,0,0,0
2011/2012,KY,Football -- 8-player,0,0,0,0
2011/2012,KY,Football -- 9-player,0,0,0,0
2011/2012,KY,Golf,235,205,2301,1344
2011/2012,KY,Gymnastics,0,0,0,0
2011/2012,KY,Heptathlon,0,0,0,0
2011/2012,KY,Ice Hockey,0,0,0,0
2011/2012,KY,Judo,0,0,0,0
2011/2012,KY,Kayaking,0,0,0,0
2011/2012,KY,Lacrosse,10,12,358,355
2011/2012,KY,Mixed 6-Coed Volleyball,0,0,0,0
2011/2012,KY,Mt. Biking,0,0,0,0
2011/2012,KY,Native Youth Olympics,0,0,0,0
2011/2012,KY,None,0,0,0,0
2011/2012,KY,Outrigger Canoe Paddling LL,0,0,0,0
2011/2012,KY,Pentathlon,0,0,0,0
2011/2012,KY,Riflery,0,0,0,0
2011/2012,KY,Rodeo,0,0,0,0
2011/2012,KY,RUGBY,0,0,0,0
2011/2012,KY,Rythmic Gymnastics,0,0,0,0
2011/2012,KY,sailing,0,0,0,0
2011/2012,KY,Skiing -- Alpine,0,0,0,0
2011/2012,KY,Skiing -- Cross Country,0,0,0,0
2011/2012,KY,Snowboarding,0,0,0,0
2011/2012,KY,Soccer,190,191,6066,5640
2011/2012,KY,Softball -- Fast Pitch,0,260,0,6039
2011/2012,KY,Softball -- Slow Pitch,0,0,0,0
2011/2012,KY,Soft Tennis,0,0,0,0
2011/2012,KY,Surfing,0,0,0,0
2011/2012,KY,Swimming & Diving,126,130,1357,1931
2011/2012,KY,Synchronized Swimming,0,0,0,0
2011/2012,KY,Team Tennis,0,0,0,0
2011/2012,KY,Tennis,209,210,2434,2744
2011/2012,KY,Track and Field -- Indoor,0,0,0,0
2011/2012,KY,Track and Field -- Outdoor,239,238,6091,5150
2011/2012,KY,Volleyball,0,255,0,6147
2011/2012,KY,Water Polo,0,0,0,0
2011/2012,KY,Weight Lifting,0,0,0,0
2011/2012,KY,Wrestling,92,0,1926,23
2011/2012,LA,Adapted Basketball,0,0,0,0
2011/2012,LA,Adapted Bowling,0,0,0,0
2011/2012,LA,Adapted Floor Hockey,0,0,0,0
2011/2012,LA,Adapted Soccer,0,0,0,0
2011/2012,LA,Adapted Softball,0,0,0,0
2011/2012,LA,Adapted Track,0,0,0,0
2011/2012,LA,Air Riflery,0,0,0,0
